study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	read_count	experiment_title	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp
PRJNA335821	SAMN05467985	SRS1597842	SRX1995618	SRR3994553	3484620	Illumina HiSeq 2500 sequencing; vt_sup_h78 Superior Haploid 78 Leaf	vt_sup_h78_07	vt_sup_h78_07_R1.fastq.gz	355922170;362409370	d03a5e2e3de60e711d3b3d2a9a4e9825;180ab949972262030bc5e442e71bcd99	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994553/SRR3994553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994553/SRR3994553_2.fastq.gz
PRJNA335821	SAMN05467985	SRS1597842	SRX1995619	SRR3994554	3472437	Illumina HiSeq 2500 sequencing; vt_sup_h78 Superior Haploid 78 Leaf	vt_sup_h78_08	vt_sup_h78_08_R2.fastq.gz	360523956;353392379	bc5a60256bdf892075142e595f5fe1b4;8b5a514a01c3b2a08ed850fac62a4420	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994554/SRR3994554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994554/SRR3994554_2.fastq.gz
PRJNA335821	SAMN05467985	SRS1597842	SRX1995620	SRR3994555	3483702	Illumina HiSeq 2500 sequencing; vt_sup_h78 Superior Haploid 78 Leaf	vt_sup_h78_09	vt_sup_h78_09_R2.fastq.gz	363694859;356423271	e327c3f31b5fd397b1b058285a597465;7abf9d191bc1179606543cfa86805c17	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994555/SRR3994555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994555/SRR3994555_2.fastq.gz
PRJNA335821	SAMN05467985	SRS1597842	SRX1995621	SRR3994556	3456949	Illumina HiSeq 2500 sequencing; vt_sup_h78 Superior Haploid 78 Leaf	vt_sup_h78_10	vt_sup_h78_10_R2.fastq.gz	359594207;351904476	d26226b6ae8de889ab7e5090f240adbe;0d22729fbd807f309af41b8ff0348e68	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994556/SRR3994556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994556/SRR3994556_2.fastq.gz
PRJNA335821	SAMN05467985	SRS1597842	SRX1995622	SRR3994557	3421272	Illumina HiSeq 2500 sequencing; vt_sup_h78 Superior Haploid 78 Leaf	vt_sup_h78_11	vt_sup_h78_11_R2.fastq.gz	355686165;348233782	918d69e754fe9aa3d62ba8e353ee150b;4016d92eac7a433b7d7ef634b6f8975c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994557/SRR3994557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994557/SRR3994557_2.fastq.gz
PRJNA335821	SAMN05467955	SRS1597834	SRX1995623	SRR3994558	2760422	Illumina HiSeq 2500 sequencing; vt_sup_h5 Superior Haploid 5 Leaf	vt_sup_h5_10	vt_sup_h5_10_R1.fastq.gz	283097038;288363240	d6e435f28b28352bafd9be9e16b22d4d;d1da334e41c51293af8cbc54465f8a45	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994558/SRR3994558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994558/SRR3994558_2.fastq.gz
PRJNA335821	SAMN05467985	SRS1597842	SRX1995624	SRR3994559	3449892	Illumina HiSeq 2500 sequencing; vt_sup_h78 Superior Haploid 78 Leaf	vt_sup_h78_12	vt_sup_h78_12_R1.fastq.gz	348952317;358056144	168010ff85a9f8b41354a15d950264ce;3da2a3c3a4242a975aa6956e7305b6f8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994559/SRR3994559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994559/SRR3994559_2.fastq.gz
PRJNA335821	SAMN05467986	SRS1597843	SRX1995625	SRR3994560	1233006	Illumina HiSeq 2500 sequencing; vt_sup_h79 Superior Haploid 79 Leaf	vt_sup_h79_01	vt_sup_h79_01_R1.fastq.gz	140887972;131132462	d4d47f93cafb44f8d18dfa40e89c84fc;384e081184f0578bf3d8bbbdc770d260	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994560/SRR3994560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994560/SRR3994560_2.fastq.gz
PRJNA335821	SAMN05467986	SRS1597843	SRX1995626	SRR3994561	1626303	Illumina HiSeq 2500 sequencing; vt_sup_h79 Superior Haploid 79 Leaf	vt_sup_h79_02	vt_sup_h79_02_R2.fastq.gz	181002423;174345508	7f5815551feddc00220722be4fe74800;be59429066466f7103f36805c9b5e664	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994561/SRR3994561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994561/SRR3994561_2.fastq.gz
PRJNA335821	SAMN05467986	SRS1597843	SRX1995627	SRR3994562	1625730	Illumina HiSeq 2500 sequencing; vt_sup_h79 Superior Haploid 79 Leaf	vt_sup_h79_03	vt_sup_h79_03_R2.fastq.gz	180006805;175870056	c8a87786cfc68eeb64f3e0f2d5cfe27b;23aa81adba9c0cd6fc4f9777dcb4fdbd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994562/SRR3994562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994562/SRR3994562_2.fastq.gz
PRJNA335821	SAMN05467986	SRS1597843	SRX1995628	SRR3994563	1635791	Illumina HiSeq 2500 sequencing; vt_sup_h79 Superior Haploid 79 Leaf	vt_sup_h79_04	vt_sup_h79_04_R2.fastq.gz	181299337;176514678	e2bd1dead23816b1cfa0ea8962aadd9a;c1c71dea5ba9f9ed6fd0c087e7fc5f24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994563/SRR3994563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994563/SRR3994563_2.fastq.gz
PRJNA335821	SAMN05467986	SRS1597843	SRX1995630	SRR3994564	1647306	Illumina HiSeq 2500 sequencing; vt_sup_h79 Superior Haploid 79 Leaf	vt_sup_h79_05	vt_sup_h79_05_R1.fastq.gz	177873389;182789532	343b4610448123747537560322e71f7b;ef4309f64da87942849ea2fc0137378d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994564/SRR3994564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994564/SRR3994564_2.fastq.gz
PRJNA335821	SAMN05467986	SRS1597843	SRX1995631	SRR3994565	1618614	Illumina HiSeq 2500 sequencing; vt_sup_h79 Superior Haploid 79 Leaf	vt_sup_h79_06	vt_sup_h79_06_R2.fastq.gz	179517627;174546008	e34fe28a355a44d70dce968d3dcf8616;4bb828da074af5f041af5e640b08a84a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994565/SRR3994565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994565/SRR3994565_2.fastq.gz
PRJNA335821	SAMN05467986	SRS1597843	SRX1995632	SRR3994566	3727830	Illumina HiSeq 2500 sequencing; vt_sup_h79 Superior Haploid 79 Leaf	vt_sup_h79_07	vt_sup_h79_07_R1.fastq.gz	377122298;388497424	1229c8111f2fd55164ca8165509b7031;54fac4c6f686d3e47d1c5989c8c9b1a6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994566/SRR3994566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994566/SRR3994566_2.fastq.gz
PRJNA335821	SAMN05467986	SRS1597843	SRX1995633	SRR3994567	3714505	Illumina HiSeq 2500 sequencing; vt_sup_h79 Superior Haploid 79 Leaf	vt_sup_h79_08	vt_sup_h79_08_R2.fastq.gz	386216578;374688156	a01b7339f92b191daf8feb71998e301a;e14c894e40562b70bf9fcdcc938f4182	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994567/SRR3994567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994567/SRR3994567_2.fastq.gz
PRJNA335821	SAMN05467986	SRS1597843	SRX1995634	SRR3994568	3726021	Illumina HiSeq 2500 sequencing; vt_sup_h79 Superior Haploid 79 Leaf	vt_sup_h79_09	vt_sup_h79_09_R2.fastq.gz	389563719;377795496	a5d398768faee5722cb2eace82b7c930;de4ac472861cbab72ee24f64ff02437e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994568/SRR3994568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994568/SRR3994568_2.fastq.gz
PRJNA335821	SAMN05467952	SRS1597777	SRX1995635	SRR3994569	3303805	Illumina HiSeq 2500 sequencing; vt_sup_h47 Superior Haploid 47 Leaf	vt_sup_h47_11	vt_sup_h47_11_R2.fastq.gz	345570140;339343828	339848e43dda5e34f706d84daf19b981;69bc2eea8e1203f650720a39dd4eaab5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994569/SRR3994569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994569/SRR3994569_2.fastq.gz
PRJNA335821	SAMN05467955	SRS1597834	SRX1995636	SRR3994570	2736407	Illumina HiSeq 2500 sequencing; vt_sup_h5 Superior Haploid 5 Leaf	vt_sup_h5_11	vt_sup_h5_11_R1.fastq.gz	280570499;285697609	ac14431514f128d789079bdea0bdb9b0;8a7b92d10cb884f180a6b39673853f40	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994570/SRR3994570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994570/SRR3994570_2.fastq.gz
PRJNA335821	SAMN05467986	SRS1597843	SRX1995637	SRR3994571	3697944	Illumina HiSeq 2500 sequencing; vt_sup_h79 Superior Haploid 79 Leaf	vt_sup_h79_10	vt_sup_h79_10_R2.fastq.gz	385272032;373209633	ebfb6b81ad196ed790eb8aeb17658464;ab3de0f79e7444b5fdbd303cdf470a04	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994571/SRR3994571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994571/SRR3994571_2.fastq.gz
PRJNA335821	SAMN05467986	SRS1597843	SRX1995638	SRR3994572	3674206	Illumina HiSeq 2500 sequencing; vt_sup_h79 Superior Haploid 79 Leaf	vt_sup_h79_11	vt_sup_h79_11_R2.fastq.gz	382606916;370662306	b0abf6ab4f36c083d345bdea42c353b6;038e8fb5bd831d938b9f1e1a6e981ee5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994572/SRR3994572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994572/SRR3994572_2.fastq.gz
PRJNA335821	SAMN05467986	SRS1597843	SRX1995639	SRR3994573	3685608	Illumina HiSeq 2500 sequencing; vt_sup_h79 Superior Haploid 79 Leaf	vt_sup_h79_12	vt_sup_h79_12_R1.fastq.gz	369607820;383109393	53dbb796ff4a6589aa24af487061f9fd;8a1169a1272e2b4a39f97ef961e60979	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994573/SRR3994573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994573/SRR3994573_2.fastq.gz
PRJNA335821	SAMN05467987	SRS1597845	SRX1995640	SRR3994574	923679	Illumina HiSeq 2500 sequencing; vt_sup_h8 Superior Haploid 8 Leaf	vt_sup_h8_01	vt_sup_h8_01_R2.fastq.gz	99137823;106540046	2d39357a6c6a3012c69668f26b951f5d;c4d6aea49b2a5577ed11890742a01cb0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994574/SRR3994574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994574/SRR3994574_2.fastq.gz
PRJNA335821	SAMN05467987	SRS1597845	SRX1995641	SRR3994575	1246478	Illumina HiSeq 2500 sequencing; vt_sup_h8 Superior Haploid 8 Leaf	vt_sup_h8_02	vt_sup_h8_02_R1.fastq.gz	134633365;139506074	82766e6be4b1ca8455996577c2a701e3;8b5d5d885d72e408f3cc1c4e31e5b6f9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994575/SRR3994575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994575/SRR3994575_2.fastq.gz
PRJNA335821	SAMN05467987	SRS1597845	SRX1995642	SRR3994576	1255358	Illumina HiSeq 2500 sequencing; vt_sup_h8 Superior Haploid 8 Leaf	vt_sup_h8_03	vt_sup_h8_03_R1.fastq.gz	136654969;139693794	0d8ea9918f4a24899d0ad9b7351589e6;1a707ee107b10a787483043a68bb7af8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994576/SRR3994576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994576/SRR3994576_2.fastq.gz
PRJNA335821	SAMN05467987	SRS1597845	SRX1995643	SRR3994577	1266907	Illumina HiSeq 2500 sequencing; vt_sup_h8 Superior Haploid 8 Leaf	vt_sup_h8_04	vt_sup_h8_04_R2.fastq.gz	141173573;137605868	825539efe0e3be8a712104508b1f8a68;06acbd55765de4540a736b8ac17868fa	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994577/SRR3994577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994577/SRR3994577_2.fastq.gz
PRJNA335821	SAMN05467987	SRS1597845	SRX1995644	SRR3994578	1288681	Illumina HiSeq 2500 sequencing; vt_sup_h8 Superior Haploid 8 Leaf	vt_sup_h8_05	vt_sup_h8_05_R2.fastq.gz	143913246;140105103	037e102f28b5387310ec8ef093f98e10;de19eadf05c36f6d4927d0717f429955	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994578/SRR3994578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994578/SRR3994578_2.fastq.gz
PRJNA335821	SAMN05467987	SRS1597845	SRX1995645	SRR3994579	1261920	Illumina HiSeq 2500 sequencing; vt_sup_h8 Superior Haploid 8 Leaf	vt_sup_h8_06	vt_sup_h8_06_R1.fastq.gz	137016585;140831855	16c1b967a13d0f3c2afa90e3b2673d35;e51520e7d4a67ada9e0519b691a99b18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994579/SRR3994579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994579/SRR3994579_2.fastq.gz
PRJNA335821	SAMN05467987	SRS1597845	SRX1995646	SRR3994580	2732710	Illumina HiSeq 2500 sequencing; vt_sup_h8 Superior Haploid 8 Leaf	vt_sup_h8_07	vt_sup_h8_07_R1.fastq.gz	284136056;286529265	9caf3e3701ddbc58cad50460e77f3225;247c3d02344b2bbfdfef5bd4d0fbc4f0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994580/SRR3994580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994580/SRR3994580_2.fastq.gz
PRJNA335821	SAMN05467955	SRS1597834	SRX1995647	SRR3994581	2757010	Illumina HiSeq 2500 sequencing; vt_sup_h5 Superior Haploid 5 Leaf	vt_sup_h5_12	vt_sup_h5_12_R1.fastq.gz	281061174;287198409	8560350e77b74eb6fee9564ee07a131d;160aac85502fc9a5e276192291a54db0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994581/SRR3994581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994581/SRR3994581_2.fastq.gz
PRJNA335821	SAMN05467987	SRS1597845	SRX1995648	SRR3994582	2726379	Illumina HiSeq 2500 sequencing; vt_sup_h8 Superior Haploid 8 Leaf	vt_sup_h8_08	vt_sup_h8_08_R2.fastq.gz	285379258;282038397	19a649909117194f5800d32f21ad6043;c0a04aa214433cadc7aefadefa1fb0de	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994582/SRR3994582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994582/SRR3994582_2.fastq.gz
PRJNA335821	SAMN05467987	SRS1597845	SRX1995649	SRR3994583	2737717	Illumina HiSeq 2500 sequencing; vt_sup_h8 Superior Haploid 8 Leaf	vt_sup_h8_09	vt_sup_h8_09_R2.fastq.gz	288190941;284847410	55446863925397b039b48215050bba55;3b02ad7e59f90514c4e55f6fdd8b2680	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994583/SRR3994583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994583/SRR3994583_2.fastq.gz
PRJNA335821	SAMN05467987	SRS1597845	SRX1995650	SRR3994584	2717606	Illumina HiSeq 2500 sequencing; vt_sup_h8 Superior Haploid 8 Leaf	vt_sup_h8_10	vt_sup_h8_10_R2.fastq.gz	284970134;281343289	1d43fca1b58e12f04af6e0ffda3b1fe9;cb82ded3f61e93784f261c9cd0a328b7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994584/SRR3994584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994584/SRR3994584_2.fastq.gz
PRJNA335821	SAMN05467987	SRS1597845	SRX1995651	SRR3994585	2695724	Illumina HiSeq 2500 sequencing; vt_sup_h8 Superior Haploid 8 Leaf	vt_sup_h8_11	vt_sup_h8_11_R1.fastq.gz	278948205;282439398	8325f23b5a6739635e5019511e2e1056;6ba26852f4a431f94422a4a083849b09	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994585/SRR3994585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994585/SRR3994585_2.fastq.gz
PRJNA335821	SAMN05467987	SRS1597845	SRX1995652	SRR3994586	2710924	Illumina HiSeq 2500 sequencing; vt_sup_h8 Superior Haploid 8 Leaf	vt_sup_h8_12	vt_sup_h8_12_R1.fastq.gz	278898468;283584995	b217d40ee46f12a9d8ed950c7a0b7a9f;43833e8e0b9fd55cb1a6f9d0859992e1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994586/SRR3994586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994586/SRR3994586_2.fastq.gz
PRJNA335821	SAMN05467988	SRS1597846	SRX1995653	SRR3994587	1109540	Illumina HiSeq 2500 sequencing; vt_sup_h80 Superior Haploid 80 Leaf	vt_sup_h80_01	vt_sup_h80_01_R2.fastq.gz	118872486;127717996	1a36bea6ef5aed0593981faae0b487ee;1b76afc99d4b6f30b3e72d8a22f97d19	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994587/SRR3994587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994587/SRR3994587_2.fastq.gz
PRJNA335821	SAMN05467988	SRS1597846	SRX1995654	SRR3994588	1492289	Illumina HiSeq 2500 sequencing; vt_sup_h80 Superior Haploid 80 Leaf	vt_sup_h80_02	vt_sup_h80_02_R1.fastq.gz	160855766;166769869	54e884b5486ba191c80331242f2625d9;593e8b8181c4f58a30f9715b4bf87781	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994588/SRR3994588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994588/SRR3994588_2.fastq.gz
PRJNA335821	SAMN05467988	SRS1597846	SRX1995655	SRR3994589	1503260	Illumina HiSeq 2500 sequencing; vt_sup_h80 Superior Haploid 80 Leaf	vt_sup_h80_03	vt_sup_h80_03_R2.fastq.gz	167278177;163341762	76a988cf143d4e4d8326733f4f524cb2;ab512cf49a7fcf219813c8a8d48eef6b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994589/SRR3994589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994589/SRR3994589_2.fastq.gz
PRJNA335821	SAMN05467988	SRS1597846	SRX1995656	SRR3994590	1515358	Illumina HiSeq 2500 sequencing; vt_sup_h80 Superior Haploid 80 Leaf	vt_sup_h80_04	vt_sup_h80_04_R2.fastq.gz	168895617;164340958	bcdd15e2fa3d25a7a45b31bff3111373;fb0e96caf5539973d13b89fc58d24bf0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994590/SRR3994590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994590/SRR3994590_2.fastq.gz
PRJNA335821	SAMN05467988	SRS1597846	SRX1995657	SRR3994591	1534088	Illumina HiSeq 2500 sequencing; vt_sup_h80 Superior Haploid 80 Leaf	vt_sup_h80_05	vt_sup_h80_05_R1.fastq.gz	166569694;171351345	4c15bd4d91aa9d6637a3cb0890eca4c4;10dd81d40915e829a718f25507f2c33d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994591/SRR3994591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994591/SRR3994591_2.fastq.gz
PRJNA335821	SAMN05467956	SRS1597847	SRX1995658	SRR3994592	1025956	Illumina HiSeq 2500 sequencing; vt_sup_h50 Superior Haploid 50 Leaf	vt_sup_h50_01	vt_sup_h50_01_R2.fastq.gz	109867774;117107379	fdb9c4c3173615a708d059ba9ca2efcc;883d7b8fe38f2e833aefec85857de3f9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994592/SRR3994592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994592/SRR3994592_2.fastq.gz
PRJNA335821	SAMN05467988	SRS1597846	SRX1995659	SRR3994593	1501447	Illumina HiSeq 2500 sequencing; vt_sup_h80 Superior Haploid 80 Leaf	vt_sup_h80_06	vt_sup_h80_06_R1.fastq.gz	162787874;167569597	6d82e7499f9600136d17aaab6e6bac89;69781648c1232d707ea9d7763f578f95	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994593/SRR3994593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994593/SRR3994593_2.fastq.gz
PRJNA335821	SAMN05467988	SRS1597846	SRX1995660	SRR3994594	3278772	Illumina HiSeq 2500 sequencing; vt_sup_h80 Superior Haploid 80 Leaf	vt_sup_h80_07	vt_sup_h80_07_R2.fastq.gz	342563044;340107433	cfcf39818e8c34eb259f754de3a3e064;2a8222de93d690df68c3f0b8be4b2be1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994594/SRR3994594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994594/SRR3994594_2.fastq.gz
PRJNA335821	SAMN05467988	SRS1597846	SRX1995661	SRR3994595	3270647	Illumina HiSeq 2500 sequencing; vt_sup_h80 Superior Haploid 80 Leaf	vt_sup_h80_08	vt_sup_h80_08_R2.fastq.gz	319741657	6d002a11a1d0a660a5bcfc99ef12dd80	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994595/SRR3994595.fastq.gz
PRJNA335821	SAMN05467988	SRS1597846	SRX1995662	SRR3994596	3277298	Illumina HiSeq 2500 sequencing; vt_sup_h80 Superior Haploid 80 Leaf	vt_sup_h80_09	vt_sup_h80_09_R1.fastq.gz	340229527;343523759	23e73733e9919afe16214dc5a75df883;fdbac467117d71e3e28c361017558483	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994596/SRR3994596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994596/SRR3994596_2.fastq.gz
PRJNA335821	SAMN05467988	SRS1597846	SRX1995663	SRR3994597	3257916	Illumina HiSeq 2500 sequencing; vt_sup_h80 Superior Haploid 80 Leaf	vt_sup_h80_10	vt_sup_h80_10_R2.fastq.gz	340387497;336556772	85fb438ebc1bc0ec5781328cf371d831;feaf08b6137c0d52a71198487beeb912	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994597/SRR3994597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994597/SRR3994597_2.fastq.gz
PRJNA335821	SAMN05467988	SRS1597846	SRX1995664	SRR3994598	3229975	Illumina HiSeq 2500 sequencing; vt_sup_h80 Superior Haploid 80 Leaf	vt_sup_h80_11	vt_sup_h80_11_R1.fastq.gz	333541386;337164201	9030616f949e976a434469a02741a2eb;aad9524a86c5e26eba6b2c78af1fefc1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994598/SRR3994598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994598/SRR3994598_2.fastq.gz
PRJNA335821	SAMN05467988	SRS1597846	SRX1995665	SRR3994599	3242887	Illumina HiSeq 2500 sequencing; vt_sup_h80 Superior Haploid 80 Leaf	vt_sup_h80_12	vt_sup_h80_12_R1.fastq.gz	332840577;338050071	20c1f6c42e6f55d1636148177888d879;79521b0c9eefbff58a2f714716754feb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994599/SRR3994599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994599/SRR3994599_2.fastq.gz
PRJNA335821	SAMN05467989	SRS1597848	SRX1995666	SRR3994600	1139738	Illumina HiSeq 2500 sequencing; vt_sup_h81 Superior Haploid 81 Leaf	vt_sup_h81_01	vt_sup_h81_01_R1.fastq.gz	130562975;121908553	67d1793da9e04e9ba1004b5778560d0e;416c82a6d264d9c733792fd512f564ab	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994600/SRR3994600_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994600/SRR3994600_2.fastq.gz
PRJNA335821	SAMN05467989	SRS1597848	SRX1995667	SRR3994601	1502413	Illumina HiSeq 2500 sequencing; vt_sup_h81 Superior Haploid 81 Leaf	vt_sup_h81_02	vt_sup_h81_02_R2.fastq.gz	168301176;161896320	fd6ad3c7c568730c890889dbbf40ba6b;8dd44f4aeb281ca1b1eb114ecf3675a3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994601/SRR3994601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994601/SRR3994601_2.fastq.gz
PRJNA335821	SAMN05467989	SRS1597848	SRX1995668	SRR3994602	1516746	Illumina HiSeq 2500 sequencing; vt_sup_h81 Superior Haploid 81 Leaf	vt_sup_h81_03	vt_sup_h81_03_R1.fastq.gz	164901994;169076250	4efe2ba80b6c5b5c197780fa7b5198f6;706a0be62f9d72b677b84ad95297111a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994602/SRR3994602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994602/SRR3994602_2.fastq.gz
